name,type,majax,minax,posang,surfbr,hubble,messier,common
NGC967,G,1.48,1.06,41,23.41,E-S0,,
NGC968,G,1.20,0.45,49,23.07,E,,
NGC969,G,1.69,1.16,8,23.43,S0,,
NGC970,GPair,1.00,,,,,,
NGC970,G,0.28,0.20,72,,,,
NGC970,G,0.72,0.26,53,23.88,,,
NGC972,G,3.31,1.61,151,23.06,Sab,,
NGC973,G,3.28,0.43,49,23.81,Sb,,
NGC974,G,3.20,2.60,15,25.16,SABb,,
NGC975,G,0.84,0.63,1,22.62,S0-a,,
NGC976,G,1.54,1.44,160,22.86,Sbc,,
NGC977,G,1.82,1.17,38,24.02,Sa,,
NGC978,GPair,1.87,,,,,,
NGC978,G,1.83,1.53,85,23.32,E-S0,,
NGC978,G,0.64,0.28,7,,S0,,
NGC979,G,1.38,1.12,108,23.27,S0,,
NGC980,G,1.64,0.81,110,23.99,S0,,
NGC981,G,1.08,0.51,6,22.90,Sc,,
NGC982,G,1.60,0.63,132,22.45,Sa,,
NGC983,G,1.16,0.69,136,22.80,SBb,,
NGC984,G,1.66,1.10,114,24.52,S0-a,,
NGC985,G,0.86,0.66,80,22.24,I,,
NGC986,G,3.77,3.03,52,23.15,Sab,,
NGC986,G,1.85,0.29,78,24.68,,,
NGC987,G,1.52,1.07,36,23.03,S0-a,,
NGC988,G,4.33,1.73,119,22.09,Sc,,
NGC989,G,0.92,0.84,85,23.51,S0,,
NGC990,G,1.48,1.12,41,23.21,E,,
NGC991,G,1.48,1.31,75,22.55,SABc,,
NGC992,G,0.79,0.59,8,23.51,SBc,,
NGC993,G,0.86,0.68,105,23.34,E-S0,,
NGC995,G,1.30,0.76,36,24.06,S0,,
NGC996,G,1.30,1.12,75,23.87,E,,
NGC997,GPair,1.00,,,,,,
NGC997,G,0.33,0.22,62,,,,
NGC997,G,1.12,1.02,5,23.82,E,,
NGC998,G,0.63,0.52,175,,,,
NGC999,G,0.78,0.69,61,22.90,SABa,,
NGC1000,G,0.64,0.39,90,23.39,E,,
NGC1001,G,0.72,0.27,114,22.42,Sab,,
NGC1003,G,3.47,0.83,96,22.34,Sc,,
NGC1004,G,1.17,1.05,96,22.95,E,,
NGC1005,G,0.66,0.65,45,,E,,
NGC1006,G,0.86,0.24,1,21.85,Sc,,
NGC1007,G,0.61,0.21,50,24.10,,,
NGC1008,G,0.86,0.54,83,23.47,E,,
NGC1009,G,1.39,0.23,124,23.68,Sb,,
NGC1011,G,0.68,0.62,160,22.79,Sa,,
NGC1012,G,2.10,1.05,24,23.34,S0-a,,
NGC1013,G,1.08,0.68,66,23.81,S0-a,,
NGC1015,G,1.98,1.68,100,23.55,Sa,,
NGC1016,G,2.26,1.36,42,23.26,E,,
NGC1017,G,0.68,0.55,64,22.59,I,,
NGC1018,G,1.07,0.59,178,23.88,S0-a,,
NGC1019,G,1.08,0.75,35,23.22,Sbc,,
NGC1020,G,0.92,0.28,20,23.67,S0,,
NGC1021,G,0.79,0.55,161,23.05,SABb,,
NGC1022,G,2.60,1.50,74,22.66,SBa,,
NGC1023,G,7.40,3.06,87,22.59,E-S0,,
NGC1023,G,1.30,0.65,50,23.17,IB,,
NGC1024,G,2.86,1.06,151,23.61,Sab,,
NGC1025,G,0.94,0.55,15,22.29,Sb,,
NGC1026,G,1.84,1.68,85,24.13,S0,,
NGC1027,OCl,7.80,,,,,,
NGC1028,G,0.87,0.46,15,23.30,SABb,,
NGC1029,G,1.56,0.46,70,23.82,S0-a,,
NGC1030,G,1.50,0.64,8,23.34,Sc,,
NGC1031,G,2.27,1.08,24,23.57,SBa,,
NGC1032,G,3.58,0.86,67,23.75,S0-a,,
NGC1033,G,1.14,0.91,178,23.41,Sc,,
NGC1034,G,0.80,0.73,140,22.74,I,,
NGC1035,G,2.08,0.68,153,22.36,Sc,,
NGC1036,G,1.40,1.03,3,23.07,Sab,,
NGC1038,G,1.39,0.50,61,23.55,S0-a,,
NGC1039,OCl,22.50,,,,,034,
NGC1040,G,1.67,0.72,40,23.75,S0,,
NGC1041,G,1.36,1.08,47,23.59,E-S0,,
NGC1042,G,3.87,2.13,1,22.81,SABc,,
NGC1043,G,0.85,0.18,111,23.29,Sb,,
NGC1044,GPair,1.20,,,,,,
NGC1044,G,0.76,0.76,110,22.58,E-S0,,
NGC1044,G,0.58,0.51,,,,,
NGC1045,G,1.69,1.27,59,23.29,E-S0,,
NGC1046,G,0.75,0.70,130,,E-S0,,
NGC1047,G,1.36,0.75,91,23.79,S0-a,,
NGC1048,G,1.18,0.47,105,24.30,S0-a,,
NGC1048,G,0.81,0.42,178,23.26,SBbc,,
NGC1049,GCl,1.20,1.20,,,,,Fornax Dwarf Cluster 3
NGC1050,G,1.10,0.81,98,22.42,SBa,,
NGC1052,G,2.94,2.07,109,22.65,E,,
NGC1054,G,0.80,0.44,30,22.36,Sb,,
NGC1055,G,6.92,3.53,104,23.87,SBb,,
NGC1056,G,1.88,1.36,162,23.36,Sa,,
NGC1057,G,1.16,0.72,118,24.62,S0,,
NGC1058,G,2.47,1.36,90,22.16,Sc,,
NGC1060,G,2.36,1.75,77,23.61,E-S0,,
NGC1061,G,0.87,0.59,27,23.38,Sb,,
NGC1063,G,1.45,0.51,97,23.30,SABb,,
NGC1064,G,1.01,0.75,37,23.52,SBc,,
NGC1065,G,0.82,0.75,0,23.24,E-S0,,
NGC1066,G,1.82,1.28,60,24.73,E,,
NGC1067,G,0.97,0.92,145,23.18,SABc,,
NGC1068,G,6.11,5.61,12,22.35,Sb,077,
NGC1069,G,1.35,0.84,146,23.26,SABc,,
NGC1070,G,2.34,2.00,178,23.36,Sb,,
NGC1071,G,1.22,0.41,172,23.94,SBa,,
NGC1072,G,1.21,0.49,13,22.98,Sab,,
NGC1073,G,3.54,2.23,32,22.78,SBc,,
NGC1074,G,0.91,0.50,165,23.36,SABa,,
NGC1075,G,0.81,0.53,146,23.56,S0-a,,
NGC1076,G,1.81,1.25,99,23.47,S0-a,,
NGC1077,GPair,1.33,,,,,,
NGC1077,G,0.53,0.33,27,24.09,SBb,,
NGC1077,G,1.06,0.77,165,23.17,Sb,,
NGC1078,G,0.85,0.62,45,23.60,E-S0,,
NGC1079,G,2.65,1.49,99,22.99,SABa,,
NGC1080,G,1.09,0.82,166,22.84,SABc,,
NGC1081,G,1.78,0.59,23,23.35,SBb,,
NGC1082,G,0.96,0.71,102,23.31,S0,,
NGC1083,G,1.55,0.33,17,23.85,Sb,,
NGC1084,G,3.40,2.25,36,22.24,Sc,,
NGC1085,G,2.04,1.50,13,23.82,Sbc,,
NGC1086,G,1.32,0.79,43,22.44,Sc,,
NGC1087,G,2.97,1.80,10,22.20,Sc,,
NGC1088,GPair,1.00,,,,,,
NGC1088,G,0.88,0.52,95,23.28,S0-a,,
NGC1088,G,0.48,0.22,116,24.31,,,
NGC1089,G,1.38,0.99,16,24.07,E,,
NGC1090,G,3.31,1.46,101,23.32,Sbc,,
NGC1091,G,0.81,0.67,86,24.26,Sa,,
NGC1092,G,1.00,0.89,130,24.37,E,,
NGC1093,G,1.16,0.75,99,23.13,SABa,,
NGC1094,G,1.32,0.84,89,22.84,SABa,,
NGC1095,G,1.26,0.81,46,23.00,SBc,,
NGC1096,G,1.76,1.61,45,23.41,SBbc,,
NGC1097,G,10.57,6.44,138,23.63,SBb,,
NGC1097,G,1.00,0.57,100,22.81,E,,
NGC1098,G,1.58,1.27,103,23.43,E-S0,,
NGC1099,G,2.10,0.63,16,23.59,SBb,,
NGC1100,G,1.64,0.76,60,23.48,Sa,,
NGC1101,G,1.33,1.05,100,23.36,S0,,
NGC1102,G,0.89,0.58,90,23.48,SABa,,
NGC1103,G,2.22,0.63,47,23.21,SBb,,
NGC1104,G,1.04,0.62,150,23.34,Sa,,
NGC1105,G,0.97,0.83,66,23.59,Sb,,
NGC1106,G,1.82,1.82,35,23.71,S0,,
NGC1107,G,1.88,1.56,140,23.59,S0,,
NGC1108,G,1.04,0.77,85,23.52,E-S0,,
NGC1109,G,0.81,0.67,116,23.68,E,,
NGC1110,G,2.37,0.46,11,23.71,SBm,,
NGC1111,G,0.66,0.32,10,23.70,S0-a,,
NGC1112,G,0.99,0.71,11,23.27,Sc,,
NGC1114,G,2.15,0.81,7,22.77,Sc,,
NGC1115,G,0.91,0.26,7,23.98,S0,,
NGC1116,G,1.20,0.40,26,23.81,Sab,,
NGC1117,G,0.70,0.52,4,23.20,E,,
NGC1118,G,1.97,0.63,92,24.38,S0,,
NGC1119,G,0.48,0.37,172,22.20,S0,,
NGC1120,G,1.79,0.97,43,24.61,E-S0,,
NGC1121,G,0.95,0.34,10,22.21,S0,,
NGC1122,G,1.35,0.64,32,22.11,SABb,,
NGC1124,G,1.10,0.74,2,23.74,S0-a,,
NGC1125,G,1.51,0.66,54,22.88,S0-a,,
NGC1126,G,0.95,0.23,139,23.16,Sb,,
NGC1127,G,0.69,0.49,36,23.73,SBab,,
NGC1128,GPair,0.80,,,,,,
NGC1128,G,0.55,0.55,,,E-S0,,
NGC1128,G,0.76,0.76,,22.12,E,,
NGC1129,G,2.82,1.07,77,24.66,E,,
NGC1130,G,0.69,0.41,36,23.75,E,,
NGC1131,G,0.54,0.46,105,,E,,
NGC1132,G,1.91,0.71,142,23.50,E,,
NGC1133,G,0.97,0.71,71,23.33,SBa,,
NGC1134,G,2.21,0.76,147,23.01,Sb,,
NGC1135,G,0.71,0.42,59,23.62,Scd,,
NGC1136,G,1.44,1.19,77,23.18,Sa,,
NGC1137,G,1.10,0.61,16,22.30,Sb,,
NGC1138,G,1.73,1.49,95,23.95,S0,,
NGC1139,G,1.02,0.35,43,24.27,S0-a,,
NGC1140,G,2.04,1.00,8,22.43,SBm,,
NGC1143,G,1.22,0.68,111,23.56,E,,
NGC1144,G,1.08,0.74,118,22.79,E,,
NGC1145,G,3.36,0.76,61,23.83,Sc,,
NGC1148,G,1.31,0.68,75,23.65,SBcd,,
NGC1149,G,0.71,0.51,122,23.11,E-S0,,
NGC1150,G,1.06,0.70,64,23.87,S0,,
NGC1151,G,0.55,0.45,54,23.62,E,,
NGC1152,G,1.30,0.76,5,23.59,S0,,
NGC1153,G,1.23,0.85,53,22.80,S0-a,,
NGC1154,G,1.02,0.59,90,22.25,Sc,,
NGC1155,G,1.10,0.87,75,23.15,S0,,
NGC1156,G,2.96,2.34,28,22.96,IB,,
NGC1157,G,0.72,0.32,171,23.09,Sb,,
NGC1158,G,0.95,0.61,147,24.32,S0,,
NGC1159,G,0.48,0.40,115,21.19,Sc,,
NGC1160,G,2.38,1.10,51,23.47,SBc,,
NGC1161,G,2.69,1.84,23,23.00,S0,,
NGC1162,G,1.59,1.47,50,23.69,E,,
NGC1163,G,2.26,0.36,144,23.88,SBbc,,
NGC1164,G,1.18,0.93,132,23.52,Sab,,
NGC1165,G,2.31,0.50,114,23.71,SBa,,
NGC1166,G,0.98,0.80,75,23.77,Sab,,
NGC1167,G,1.82,1.38,70,23.50,S0,,
NGC1168,G,0.98,0.38,24,23.42,SABb,,
NGC1169,G,3.31,1.95,39,23.32,Sb,,
NGC1171,G,1.77,0.81,147,22.83,Sc,,
NGC1172,G,2.28,1.64,30,23.40,E,,
NGC1174,G,3.58,1.43,121,23.13,SBc,,
NGC1175,G,1.76,0.55,154,23.71,S0-a,,
NGC1177,G,0.60,0.60,105,23.46,E,,
NGC1179,G,3.67,2.51,38,23.90,Sc,,
NGC1180,G,0.66,0.40,8,23.70,E-S0,,
NGC1181,G,0.86,0.20,101,23.73,Sb,,
NGC1182,G,0.82,0.39,116,22.80,Sa,,
NGC1184,G,3.54,0.87,169,24.25,S0-a,,
NGC1185,G,1.36,0.40,30,23.09,SBb,,
NGC1187,G,4.14,3.02,129,22.93,Sc,,
NGC1188,G,1.21,0.56,171,23.80,S0,,
NGC1189,G,1.42,0.47,179,22.96,Sd,,
NGC1190,G,0.76,0.29,98,23.24,S0-a,,
NGC1191,G,0.76,0.56,61,23.42,E-S0,,
NGC1192,G,0.80,0.40,105,23.71,E,,
NGC1193,OCl,2.40,,,,,,
NGC1194,G,1.55,0.77,139,23.50,S0-a,,
NGC1195,G,0.64,0.53,84,22.97,E-S0,,
NGC1196,G,1.54,1.41,100,23.81,S0,,
NGC1198,G,2.05,1.00,117,24.37,E,,
NGC1199,G,2.83,2.32,48,23.51,E,,
NGC1200,G,2.91,1.88,84,24.65,E-S0,,
NGC1201,G,3.41,1.96,8,23.08,E-S0,,
NGC1202,G,0.65,0.53,113,22.87,Sb,,
NGC1203,GPair,1.13,,,,,,
NGC1203,G,0.83,0.42,15,23.71,E,,
NGC1203,G,0.58,0.58,6,,E,,
NGC1204,G,1.52,0.54,62,23.67,S0-a,,
NGC1206,G,0.75,0.65,42,23.91,E,,
NGC1207,G,1.68,1.18,131,23.28,Sb,,
NGC1208,G,2.19,1.24,73,23.63,S0-a,,
NGC1209,G,2.25,0.94,83,22.91,E,,
NGC1210,G,1.16,0.68,118,22.58,S0,,
NGC1211,G,1.49,0.95,163,22.78,S0-a,,
NGC1212,G,0.89,0.47,21,24.17,S0-a,,
NGC1213,G,0.94,0.76,14,24.08,Sd,,
NGC1214,G,1.58,0.42,42,24.58,S0-a,,
NGC1215,G,1.67,1.21,50,24.63,Sab,,
NGC1216,G,0.90,0.22,67,24.23,S0-a,,
NGC1217,G,1.88,1.30,32,23.36,Sa,,
NGC1218,G,1.35,1.06,155,23.29,S0-a,,
NGC1219,G,1.18,1.04,42,22.80,Sc,,
NGC1220,OCl,2.40,,,,,,
NGC1221,G,1.46,0.53,168,24.01,S0-a,,
NGC1222,G,1.57,0.95,153,22.84,E-S0,,
NGC1223,G,1.34,1.29,175,23.44,E,,
NGC1224,G,1.36,1.03,180,24.58,E-S0,,
NGC1225,G,1.24,0.60,153,23.44,Sbc,,
NGC1226,G,1.23,0.94,103,23.73,E,,
NGC1227,G,0.66,0.44,77,23.48,S0-a,,
NGC1228,G,1.52,0.71,77,23.92,S0,,
NGC1229,G,1.02,0.60,75,23.26,SBbc,,
NGC1230,G,0.69,0.22,110,23.36,S0,,
NGC1231,G,0.98,0.84,90,23.49,Sc,,
NGC1232,G,6.79,5.77,101,23.33,SABc,,
NGC1232,G,0.85,0.79,2,23.60,SBm,,
NGC1233,G,1.51,0.46,29,22.84,Sb,,
NGC1234,G,1.58,0.82,119,24.27,Sc,,
NGC1236,G,0.66,0.48,30,23.64,E,,
NGC1238,G,1.53,1.20,109,24.06,E,,
NGC1239,G,1.23,0.81,59,23.78,S0,,
NGC1241,G,2.70,1.50,149,23.44,SBb,,
NGC1242,G,1.06,0.54,134,22.63,SBc,,
NGC1244,G,1.44,0.36,2,22.69,Sab,,
NGC1245,OCl,11.40,,,,,,
NGC1246,G,1.42,0.76,36,23.50,E,,
NGC1247,G,3.55,0.52,70,23.57,Sbc,,
NGC1248,G,1.21,1.06,96,22.70,S0,,
NGC1249,G,3.64,1.44,83,22.94,SBc,,
NGC1250,G,2.33,0.80,158,24.48,S0,,
NGC1252,OCl,7.20,,,,,,
NGC1253,G,4.57,1.86,85,23.53,SABc,,
NGC1253,G,1.01,0.66,90,22.62,SBm,,
NGC1254,G,0.98,0.77,12,23.93,E-S0,,
NGC1255,G,4.05,2.24,118,22.91,SABb,,
NGC1256,G,1.13,0.41,107,23.44,E-S0,,
NGC1258,G,1.41,1.04,20,23.11,SABc,,
NGC1259,G,0.95,0.68,81,23.84,E-S0,,
NGC1260,G,1.29,0.50,86,23.42,S0-a,,
NGC1261,GCl,5.10,,,,,,
NGC1262,G,0.95,0.80,153,23.47,SABc,,
NGC1263,G,0.86,0.76,70,23.39,S0-a,,
NGC1264,G,1.00,0.89,59,23.76,SBab,,
NGC1265,G,1.90,1.63,165,23.30,E,,
NGC1266,G,1.48,0.99,103,23.90,S0,,
NGC1267,G,1.12,0.86,57,23.20,E,,
NGC1268,G,0.96,0.49,118,23.12,SABb,,
NGC1269,G,11.17,9.93,156,23.36,S0-a,,
NGC1270,G,1.05,0.97,0,23.21,E,,
NGC1271,G,0.81,0.51,123,23.38,S0,,
NGC1272,G,2.55,1.25,76,23.81,E,,
NGC1273,G,0.89,0.70,135,,S0,,
NGC1274,G,0.78,0.49,44,23.41,E,,
NGC1275,G,2.16,1.45,110,23.00,S0,,Perseus A
NGC1277,G,0.97,0.67,96,23.29,S0-a,,
NGC1278,G,1.43,1.30,90,23.25,E,,
NGC1279,G,0.58,0.39,15,24.76,S0,,
NGC1280,G,0.92,0.69,62,22.42,Sc,,
NGC1281,G,0.78,0.42,68,22.81,E,,
NGC1282,G,1.39,1.07,27,23.45,E,,
NGC1283,G,0.93,0.79,68,23.47,E,,
NGC1284,G,1.87,1.22,15,24.43,S0,,
NGC1285,G,1.59,0.88,8,22.89,Sb,,
NGC1286,G,0.98,0.79,154,23.33,S0,,
NGC1287,G,0.76,0.68,40,22.89,Sa,,
NGC1288,G,2.32,1.71,178,23.17,SABc,,
NGC1289,G,1.75,1.00,97,23.42,S0,,
NGC1290,G,0.71,0.52,83,23.41,,,
NGC1292,G,2.93,1.20,9,23.17,Sc,,
NGC1293,G,0.86,0.86,0,23.06,E,,
NGC1294,G,1.38,1.09,167,23.77,E-S0,,
NGC1295,G,0.99,0.53,175,23.66,S0-a,,
NGC1296,G,0.90,0.45,2,23.23,SBab,,
NGC1297,G,2.40,2.01,6,23.74,E-S0,,
NGC1298,G,1.04,0.92,68,23.84,E,,
NGC1299,G,1.21,0.67,49,22.51,SBb,,
NGC1300,G,5.96,3.06,101,23.30,Sbc,,
NGC1301,G,2.38,0.51,141,23.59,SBbc,,
NGC1302,G,4.27,3.90,170,23.46,S0-a,,
NGC1303,G,1.12,0.80,20,23.65,S0,,
NGC1304,G,1.33,0.70,59,23.87,E-S0,,
NGC1305,G,1.33,0.94,117,22.28,E-S0,,
NGC1306,G,1.10,0.64,159,22.51,Sb,,
NGC1308,G,1.15,0.86,88,23.70,S0-a,,
NGC1309,G,2.39,2.24,175,22.54,Sbc,,
NGC1310,G,2.11,1.58,98,22.69,Sc,,
NGC1311,G,3.20,0.78,37,23.41,SBm,,
NGC1313,G,11.07,9.14,27,23.44,SBcd,,
NGC1313,G,1.25,0.33,30,23.04,SBb,,
NGC1314,G,1.47,1.30,51,24.26,Scd,,
NGC1315,G,1.62,1.35,161,23.40,S0-a,,
NGC1316,G,13.46,7.71,50,23.77,S0,,Fornax A
NGC1316,G,1.04,0.58,63,23.07,Sb,,
NGC1316,G,0.66,0.33,8,22.47,Sb,,
NGC1316,G,1.47,0.64,84,23.79,S0-a,,
NGC1317,G,3.10,2.58,69,22.96,SABa,,Fornax B
NGC1319,G,1.46,0.71,29,23.45,S0,,
NGC1320,G,1.86,0.68,137,23.01,Sa,,
NGC1321,G,0.97,0.71,88,22.73,Sa,,
NGC1322,G,1.12,0.80,98,23.42,E-S0,,
NGC1323,G,0.71,0.29,91,23.92,S0,,
NGC1324,G,2.37,0.69,141,23.28,Sb,,
NGC1325,G,4.32,1.50,53,23.36,SBbc,,
NGC1325,G,1.90,1.78,90,23.48,Scd,,
NGC1326,G,4.28,2.93,67,23.26,S0-a,,
NGC1326,G,2.10,1.34,62,23.99,Sm,,
NGC1326,G,3.87,1.88,130,24.72,SBm,,
NGC1327,G,1.14,0.40,175,23.72,SBb,,
NGC1328,G,0.98,0.69,108,23.57,S0,,
NGC1329,G,1.58,1.27,33,23.11,Sa,,
NGC1331,G,0.92,0.79,11,22.97,E,,
NGC1332,G,5.31,3.84,121,23.55,E-S0,,
NGC1333,Cl+N,19.50,,,,,,
NGC1334,G,1.24,0.51,118,23.48,Sbc,,
NGC1335,G,0.90,0.50,168,23.96,E-S0,,
NGC1336,G,1.97,1.41,15,23.36,E-S0,,
NGC1337,G,4.94,1.31,153,23.54,SBc,,
NGC1338,G,1.31,1.24,165,23.06,SABb,,
NGC1339,G,2.01,1.47,172,22.89,E,,
NGC1340,G,5.12,3.12,167,23.60,E,,
NGC1341,G,1.42,1.07,121,22.28,Sa,,
NGC1342,OCl,6.30,,,,,,
NGC1343,G,2.38,1.06,79,23.71,SABb,,
NGC1345,G,1.34,1.10,30,23.54,Sc,,
NGC1346,G,1.44,0.54,84,22.75,Sb,,
NGC1347,GPair,1.80,,,,,,
NGC1347,G,0.98,0.93,81,23.14,Sc,,
NGC1347,G,0.56,0.38,42,23.69,,,
NGC1348,OCl,3.60,,,,,,
NGC1349,G,0.91,0.91,40,22.77,S0,,
NGC1350,G,5.18,2.60,11,23.06,Sab,,
NGC1351,G,3.40,2.20,139,23.82,E-S0,,
NGC1351,G,2.49,0.65,129,23.50,SBbc,,
NGC1352,G,1.15,0.75,128,23.32,S0,,
NGC1353,G,3.64,1.47,138,23.25,Sb,,
NGC1354,G,2.62,0.97,148,23.88,S0-a,,
NGC1355,G,1.73,0.31,77,23.95,S0,,
NGC1356,G,1.17,1.02,167,22.81,Sbc,,
NGC1357,G,3.37,2.55,76,23.60,Sab,,
NGC1358,G,2.13,1.17,125,23.42,S0-a,,
NGC1359,G,1.46,1.21,109,22.11,Sm,,
NGC1360,PN,6.42,,,,,,
NGC1361,G,1.24,0.84,44,23.77,E-S0,,
NGC1362,G,1.30,1.17,20,23.10,S0,,
NGC1363,G,0.90,0.76,90,,Sbc,,
NGC1364,G,0.57,0.51,127,22.78,Scd,,
NGC1365,G,12.02,6.14,20,24.01,Sb,,
NGC1366,G,2.05,0.94,4,23.04,S0,,
NGC1367,G,4.88,3.26,134,23.57,Sa,,
NGC1368,G,1.15,0.49,119,24.11,S0-a,,
NGC1369,G,2.22,1.73,9,24.02,S0-a,,
NGC1370,G,1.49,0.85,50,23.24,E,,
NGC1372,G,0.70,0.65,50,23.39,E,,
NGC1373,G,1.20,1.14,110,23.38,E,,
NGC1374,G,2.86,2.65,120,23.16,E,,
NGC1375,G,2.28,1.00,90,23.65,S0,,
NGC1376,G,1.86,1.79,30,22.95,Sc,,
NGC1377,G,2.07,0.95,92,23.77,S0,,
NGC1379,G,2.66,2.55,65,22.84,E,,
NGC1380,G,4.58,2.22,6,22.90,S0,,
NGC1380,G,2.76,0.78,176,24.15,S0,,
NGC1381,G,2.54,0.96,139,23.12,S0,,
NGC1382,G,1.99,1.36,23,24.02,E-S0,,
NGC1383,G,2.00,0.82,85,23.67,S0,,
NGC1384,G,0.76,0.46,151,23.40,SBc,,
NGC1385,G,3.40,2.13,3,22.46,Sc,,
NGC1386,G,3.59,1.35,25,23.50,S0-a,,
NGC1387,G,3.01,2.89,110,22.92,E-S0,,
NGC1388,G,0.85,0.80,150,23.36,E,,
NGC1389,G,2.58,1.43,28,23.19,E-S0,,
NGC1390,G,1.45,0.51,21,24.09,S0-a,,
NGC1391,G,1.21,0.61,65,23.49,S0,,
NGC1392,G,0.30,0.21,35,22.78,Sc,,
NGC1393,G,1.88,1.22,161,23.11,S0,,
NGC1394,G,1.51,0.59,5,23.40,S0,,
NGC1395,G,4.71,3.97,105,22.83,E,,
NGC1396,G,0.92,0.54,90,23.34,E-S0,,
NGC1397,G,0.96,0.68,172,23.19,S0-a,,
NGC1398,G,6.95,4.91,100,23.28,SBab,,
NGC1399,G,8.51,7.69,150,23.95,E,,
NGC1400,G,2.81,2.52,43,23.05,E,,
NGC1401,G,2.45,0.90,132,23.72,S0,,
NGC1402,G,0.87,0.83,90,22.77,S0,,
NGC1403,G,1.52,1.34,165,23.30,E-S0,,
NGC1404,G,5.01,4.38,163,23.26,E,,
NGC1405,G,1.60,0.45,152,24.70,S0,,
NGC1406,G,4.50,0.90,17,23.20,SBbc,,
NGC1407,G,5.73,5.27,60,23.36,E,,
NGC1409,G,0.82,0.64,130,23.19,S0,,
NGC1410,G,1.17,0.62,99,24.28,E,,
NGC1411,G,2.45,1.76,12,22.86,E-S0,,
NGC1412,G,1.06,0.45,133,22.57,S0,,
NGC1413,G,0.90,0.77,52,23.89,E,,
NGC1414,G,1.71,0.36,170,23.43,SBbc,,
NGC1415,G,3.74,1.51,141,23.94,S0-a,,
NGC1416,G,1.50,1.01,172,23.89,E,,
NGC1417,G,2.52,1.35,2,23.10,SABb,,
NGC1418,G,1.14,0.65,7,23.05,SBb,,
NGC1419,G,1.48,1.32,45,23.21,E,,
NGC1421,G,3.55,0.75,180,22.32,Sbc,,
NGC1422,G,2.51,0.61,63,23.92,SBab,,
NGC1423,G,1.00,0.66,16,23.26,SABa,,
NGC1424,G,1.39,0.49,7,23.04,SABb,,
NGC1425,G,4.91,2.15,130,22.92,Sb,,
NGC1426,G,2.86,1.92,112,23.40,E,,
NGC1427,G,4.33,2.87,78,23.80,E,,
NGC1427,G,2.26,1.42,84,23.50,IB,,
NGC1428,G,1.48,0.73,123,23.39,E-S0,,
NGC1431,G,0.91,0.67,160,24.10,S0-a,,
NGC1432,HII,60.00,40.00,,,,,Maia Nebula
NGC1433,G,6.19,2.96,95,23.12,SBa,,
NGC1434,G,0.79,0.48,163,23.53,S0-a,,
NGC1435,Neb,30.00,30.00,,,,,Merope Nebula
NGC1436,G,2.97,2.08,152,23.33,Sab,,
NGC1437,G,2.87,0.86,2,23.80,Sd,,
NGC1438,G,2.04,0.93,67,23.17,Sa,,
NGC1439,G,2.96,2.83,10,23.52,E,,
NGC1440,G,2.62,1.99,23,23.48,S0,,
NGC1441,G,1.85,0.65,89,23.26,SBb,,
NGC1444,OCl,3.60,,,,,,
NGC1445,G,0.77,0.62,106,23.19,S0,,
NGC1447,G,0.86,0.58,115,24.23,S0,,
NGC1448,G,8.02,1.53,41,23.27,Sc,,
NGC1449,G,0.90,0.52,5,23.00,S0,,
NGC1450,G,0.91,0.73,28,23.65,E-S0,,
NGC1451,G,0.81,0.65,45,22.66,E-S0,,
NGC1452,G,2.39,1.76,30,23.35,S0-a,,
NGC1453,G,2.46,1.87,19,23.39,E,,
NGC1459,G,1.82,1.19,161,23.31,SBbc,,
NGC1460,G,1.92,1.62,85,23.64,S0,,
NGC1461,G,2.90,0.85,157,23.80,S0,,
NGC1462,G,0.86,0.49,40,23.19,Sc,,
NGC1463,G,1.26,1.09,25,23.41,Sa,,
NGC1464,G,0.81,0.59,44,22.74,Scd,,
NGC1465,G,2.01,0.44,165,24.73,S0-a,,
NGC1466,GCl,3.50,3.50,,,,,
NGC1467,G,1.23,0.67,63,24.23,S0-a,,
NGC1468,G,1.22,0.85,140,23.99,E-S0,,
NGC1469,G,2.17,1.22,150,24.72,E-S0,,
NGC1470,G,1.61,0.39,166,23.53,Sab,,
NGC1472,G,0.68,0.62,110,23.61,S0,,
NGC1473,G,1.53,0.82,45,22.54,IB,,
NGC1474,G,1.04,0.70,5,23.63,Sa,,
NGC1475,G,0.65,0.59,105,23.83,,,
NGC1476,G,1.50,0.54,85,23.12,Sa,,
NGC1477,G,0.77,0.68,52,24.00,E,,
NGC1478,G,0.64,0.44,43,23.82,S0,,
NGC1481,G,1.04,0.78,132,23.37,E-S0,,
NGC1482,G,2.46,1.43,107,23.73,S0-a,,
NGC1483,G,1.87,1.51,153,23.12,SBbc,,
NGC1484,G,2.73,0.68,79,23.66,SBb,,
NGC1485,G,2.23,0.69,21,23.11,Sb,,
NGC1486,G,0.91,0.62,6,23.34,SABb,,
NGC1487,GPair,4.40,,,,,,
NGC1487,G,2.34,2.04,96,22.34,I,,
NGC1487,G,3.72,1.70,91,23.22,S?,,
NGC1489,G,1.69,0.60,19,23.75,SBb,,
NGC1490,G,1.39,1.19,131,23.22,E,,
NGC1491,HII,9.00,6.00,,,,,
NGC1492,G,0.77,0.61,14,22.34,Sa,,
NGC1493,G,3.44,3.18,80,23.19,SBc,,
NGC1494,G,3.51,1.86,180,23.17,Scd,,
NGC1495,G,2.22,0.48,104,22.58,Sc,,
NGC1496,OCl,2.10,,,,,,
NGC1497,G,1.23,0.65,63,23.69,S0,,
NGC1498,OCl,,,,,,,
